neutral,What was the best device in 90s ? #Apple #Sony #Samsung #Microsoft or other Companies..:)
neutral,"Microsoft CEO Steve Ballmer Looks Ahead at Social, Mobile Plans | Adweek http://t.co/jEENZQDw #tech #apple #microsoft"
neutral,#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??
neutral,Creating #Pareto charts using #Microsoft #Excel http://t.co/OFXuNqhY
neutral,#microsoft #volume 1 #microsoft powerpoint #procedural syntax http://t.co/InQbcG68 GO! with Microsoft PowerPoint 2007 Volume 1
neutral,#Microsoft Pushing out #Mango to more Windows Phones http://t.co/xPIaZ8Xp #wp7 #orange #samsung #lg #optimus7 #htc #dell #msft
neutral,#Microsoft drops developer preview of its __ÊRoslyn___ compiler http://t.co/XgUrXNPa #uncategorized
neutral,More Colorful Photos Of Nokia's First Windows Phone Just Leaked!! http://t.co/sU4l744v #nokia #wp7 #microsoft #windowsphone7
neutral,#Microsoft shows 'touch screen' for any surface http://t.co/X7Z87xzt
neutral,#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/GinBVlSK
neutral,#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/bVKP5Caq
neutral,"#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce, concept works for VMS  #Beeline"
neutral,@grumbledook still poor central management from Apple then? #microsoft
neutral,"RT @WinRumors: If you missed this earlier, Steve #Ballmer bashes #Android phones [video] http://t.co/NvD7MQVk #microsoft #windows"
neutral,#Nokia 800 Renders Revealed http://t.co/K3txY6JZ #mobilenews #android #gingerbread #microsoft #nokia800 #nokian9
neutral,#Microsoft Boxes Up Two New Xbox 360 Holiday Bundles: With the holiday season just around the___ http://t.co/cHyXxdI2
neutral,#Microsoft builds a functioning __Êholodesk___ to interact with digital items http://t.co/BgrZnNvs #uncategorized
neutral,#seguridadparatodos is using #Microsoft #Security #Essentials and you? (thx @msftsecresponse) - Our analysis [Spanish] http://t.co/hUt3FQyA
neutral,"RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure"
neutral,Bill Gates jumps over chairs during interviews http://t.co/dmVtFsVg #BillGates #microsoft #parkour #cheatedabit
neutral,Minority Report-esque interface developed by #Microsoft Research and Carnegie Mellon University http://t.co/0yqEKDzg via @Digg
neutral,I can't c it as an important invention ... Siri is an incomparable alternative!  -- PocketTouch http://t.co/4DPIoyqT #MicroSoft #Siri
neutral,Get rid of that tangled mess behind your computer desk with this #Microsoft Wireless Mouse and Keyboard:  http://t.co/n4LewRAy
neutral,#Microsoft delivers developer preview of Roslyn compiler as a service http://t.co/5yup4iMK
neutral,RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE
neutral,RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/GP8tIRXN
neutral,non conductive #surface become #multitouch. #touch #gestures: #microsoft #windows 7 @ #nui #apps http://t.co/Ygpnusfv
neutral,@WesleyBackelant Indeed I survived #sqlpass #sqlkilt and a couple of vendor evenings :-)  I spared #sqlkaraoke my great voice :-) #microsoft
neutral,BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin
neutral,"CNET __ #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces (via @andretelles) __ http://t.co/fEB4uIMr"
neutral,Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft
neutral,Vertical Solutions is giving away a #microsoft office pro pack at the #2011solutions conference! Stop by their booth for a chance to win!
neutral,"#Microsoft Pre-order Call of Duty: Modern Warfare 3 and get $20 off Xbox Live 12M Card, $10 bounce back co.. http://t.co/3ov35Z3R"
neutral,Reporting in #Microsoft Dynamics #AX2012 http://t.co/Q4oClJfS
neutral,"#Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure"
neutral,RT @sb_greenbiz: #Microsoft's supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm
neutral,Watch new technology under development of #Microsoft http://t.co/fQlhyAat
neutral,"#Microsoft #Cloud Microsoft, Infosys Partner to Bring Cloud to Enterprises: Speaking to CMSWire before the ... http://t.co/GV1edcvp #TCN"
neutral,#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM
neutral,Microsoft wants to transform your hand into a touchscreen: http://t.co/Gwi35vtP @TechFlash #microsoft #omnitouch
neutral,Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia
neutral,Hanging out at #Microsoft Commons with @VinceMayfield
neutral,RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...
neutral,Windows 8 on a #Tablet? Can #Microsoft put a bruise on the #ipad? - http://t.co/WGRMnyPi #productivity #office
neutral,Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_ballmer
neutral,@Rich021 Thank you my friend!  Much appreciated and keep up the great work!  I hope you clean house on #Microsoft #Rewards here! #Retail
neutral,Creating #Pareto charts using #Microsoft #Excel http://t.co/dXbKq8q8
neutral,RT @stemeducation: 10 private sector companies energizing US #education. What about the parents?
negative,10 private sector companies energizing US #education. What about the parents?
negative,"@karnizarchada I have given several hour rants/discussions on the US education system. Trust me, I know. &gt;.&gt;;"
negative,"RT @BedfordAcademy_: Bedford enjoys a 97% graduation rate, which is among the highest in #NYC. Why not succeed with us?"
negative,Feel a little like summer? Plan summer camp for the kids:
negative,"Bedford enjoys a 97% graduation rate, which is among the highest in #NYC. Why not succeed with us?"
negative,"""@TheMindBlowing: Education system in Finland:"
negative,Daily Announcements:
negative,"Anytime I have to think about the US education system, I just shudder... Good thing this exam is multiple choice. I have a lot of feelings."
negative,@iamramsey either way there is a massive issue in the US education system. There seems to be no standard to which districts are held to
negative,Let's talk about the US education system...
negative,@MinnieMina_ @noody_alkaabi @DRUNk_in_FOOD yasmeen come I swear to god there teaching us education this time
negative,"US Education: World class for some, depending on income and location. @EduShyster"
negative,@BaileyJayShow Didn't know I was being offensive until a best friend revealed she was trans and helped educate us.  Education &gt; Anger.
negative,"RT @defencepk: US education only produces Morons, says famous Professor.: Please listen to one of the most intelligent..."
negative,Love the work POSSIBLE is doing to shape the US education system forever.
negative,RT @ItB_LikeThat: What is the most pointless invention?  The US education system.
negative,What is the most pointless invention?  The US education system.
negative,The only thing more disappointing  than the undertaker losing is the US education system
negative,@Suspended_Hoe @PoeticGenius19 US education is better
negative,#obama #obamacare #teaparty: education notes Education notes: Feb. 18  Lexington Herald Leader
negative,RT @domalomaa: Hey guys watch me and Matthew's April Fools day episode (-:
negative,Hey guys watch me and Matthew's April Fools day episode (-:
negative,RT @SupeTony: The US education system is built on conformity even while life is based on diversity. Sir Ken Robinson #NSBAConf
negative,New Canaan Public Schools and Connecticut's Uniform Regional School Calendar
negative,A2.2 Evident of Practice documents are helpful in focusing use of data. Here's what we use in Northfield:
negative,My father struggled to help raise my family but he always demonstrated hard work and integrity while my mother showed us education is power
negative,"For those of you who seek the redemption of US education and elimination of common core, we must kill ""race to the top""."
negative,US education system is a complete mess for athletes and non-athletes alike
negative,"RT @IHSWRED: Tomorrow, we will be trying to stream the IHS Girls' Lacrosse game. Check it out on US Education TV."
negative,AM: US education needs competition between schools - comprehensive guide to every private school choice program...
negative,RT @aiacae: @randydeutsch: Sensitive Learning Spaces: what #architects can teach us
negative,RT @NumbersUSA: Matloff: Bashing US education system sells well w/ Congress &amp; press but Tech lobby knows it's a smokescreen
negative,exploring how an improving job market can affect educational publishing  
negative,#obama #obamacare #teaparty: education notes Education notes: Feb. 18  Lexington Herald Leader
negative,RT @NumbersUSA: Matloff: Bashing US education system sells well w/ Congress &amp; press but Tech lobby knows it's a smokescreen
negative,"@WhitneyNeal You can expand that ""fail our children"" to include much of US education system. Wasted taxpayer money."
negative,Gamification of US education by Bahner as a curricular aide for students.  #AIUM14
negative,#obama #obamacare #teaparty: education notes Education notes: Feb. 18  Lexington Herald Leader
negative,"RT @ws: People not from the US, what questions do you have about US education? Anything big or small. Working on a post."
negative,"RT @ws: People not from the US, what questions do you have about US education? Anything big or small. Working on a post."
negative,"Hoppmann discussing on building a team for US education, don't forget about some retired staff who may still want to teach.  #AIUM14"
negative,Don't torment yourself by attending a name brnd college. Education us education wherever.
negative,RT @bcotmedia: 'My dream is to come back with Chinese students to start degree courses with us' - Education - TES News
negative,"RT @ws: People not from the US, what questions do you have about US education? Anything big or small. Working on a post."
negative,'My dream is to come back with Chinese students to start degree courses with us' - Education - TES News
negative,"RT @ws: People not from the US, what questions do you have about US education? Anything big or small. Working on a post."
negative,"RT @landarchitects: Need a part-time summer job? Work for us: Education Programs Admin, late April to early August. Perfect for students. h"
negative,"Need a part-time summer job? Work for us: Education Programs Admin, late April to early August. Perfect for students."
negative,"RT @JoinAAP: RT @MalayaKNayak: The country which gave us education nd living, now the country demads us to utilize it well. Thts why #ISupp"
negative,News Release (Apr 1-14) US Education Announces Awards to States to Turn Around Lowest-Performing Schools
negative,News Release (Apr 1-14) US Education Announces Awards to States to Turn Around Lowest-Performing Schools
negative,"RT @JoinAAP: RT @MalayaKNayak: The country which gave us education nd living, now the country demads us to utilize it well. Thts why #ISupp"
negative,"RT @JoinAAP: RT @MalayaKNayak: The country which gave us education nd living, now the country demads us to utilize it well. Thts why #ISupp"
negative,"RT @MalayaKNayak: The country which gave us education nd living, now the country demads us to utilize it well. Thts why #ISupportAAP"
negative,"The country which gave us education nd living, now the country demads us to utilize it well. Thts why #ISupportAAP"
negative,@Samsonese I guess I'm so used to the way the US education system works that I can't imagine it any other way.
negative,RT @GovtsTheProblem: US Education system is totally broken. Some people actually believe Obama signed up 7 million people for #Obamacare. #
negative,Pro-life teen called 'domestic terrorist' in petition supporting professor of feminism | 
negative,RT @csmonitor: Opinion: Girls outshine boys in almost every aspect of US education. So why do colleges discriminate against them?
negative,RT @csmonitor: Opinion: Girls outshine boys in almost every aspect of US education. So why do colleges discriminate against them?
negative,"H1B, GC - Do You Really Need an Evaluation of your Non-US Education?"
negative,The US education system and how LITTLE we're doing to change/improve it still baffles me. These are some scary stat
negative,RT @StrengthsQuest: @GallupEduction is sharing new findings all week! You can see the latest at
negative,@GallupEduction is sharing new findings all week! You can see the latest at
negative,@GallupEduction is sharing new findings all week! You can see the latest at
negative,RT @kevarist: #Nyerere: For a poor people like us Education should be an instrument of liberation.
negative,RT @Preety_mitchy: @kevarist: #Nyerere: For a poor people like us Education should be an instrument of liberation.
negative,@kevarist: #Nyerere: For a poor people like us Education should be an instrument of liberation.
negative,RT @kevarist: #Nyerere: For a poor people like us Education should be an instrument of liberation.
negative,#Nyerere: For a poor people like us Education should be an instrument of liberation.
negative,Check out our Educational training sessions &amp; courses
negative,#obama #obamacare #teaparty: education notes Education notes: Feb. 18  Lexington Herald Leader
negative,Dear USA - Intervention is needed in the US education system....
negative,@klustout @nxthompson little to no surprise here. Must overlap with some data about US education level
negative,"Our God is a giver of good gifts. Therefore he gave us education and wisdom to discern good from evil. 
Lets use it to make a bright future"
negative,RT @stemeducation: 10 private sector companies energizing US #education. What about the parents?
negative,@chennaitvnews1 well that was not d case before periyar man! He is d one who gave us education and threw light on all the atrocities of Bhra
negative,RT @stemeducation: 10 private sector companies energizing US #education. What about the parents?
negative,May least Louisville is intelligent and gets degrees we have that going for us! Education is needed in life!
negative,A US Education: Still Worth It for International Students? -
negative,"One in six Americans can't locate Ukraine on a map. Indictment of US education. Yes, but why worry? In weeks it'll just be labeled Russia."
negative,"RT @misswuptain: Road trippin' across the US, #education style:"
negative,10 private sector companies energizing US #education
negative,RT @stemeducation: 10 private sector companies energizing US #education. What about the parents?
negative,RT @stemeducation: 10 private sector companies energizing US #education. What about the parents?
negative,10 private sector companies energizing US #education. What about the parents?
negative,"@karnizarchada I have given several hour rants/discussions on the US education system. Trust me, I know. &gt;.&gt;;"
negative,Web tools based on Bloom's Taxonomy 
negative,"RT @BedfordAcademy_: Bedford enjoys a 97% graduation rate, which is among the highest in #NYC. Why not succeed with us?"
negative,@kairyssdal @NPRinskeep @conradhackett another failure of the US education system...
negative,Feel a little like summer? Plan summer camp for the kids:
negative,One Jackson Middle School student's out of this world essay has won a national award from @NASA:
negative,RT @randydeutsch: Sensitive Learning Spaces: what #architects can teach us
negative,@BaileyJayShow Didn't know I was being offensive until a best friend revealed she was trans and helped educate us.  Education &gt; Anger.
negative,"RT @defencepk: US education only produces Morons, says famous Professor.: Please listen to one of the most intelligent..."
negative,If youre an educator looking for innovative classroom and school projects- join us. Education Forum- May 2-3
negative,"RT @AHSchools: The sparks are flying with Anoka-Hennepin's STEP welding program, which has attracted the largest female class ever:"
negative,"The sparks are flying with Anoka-Hennepin's STEP welding program, which has attracted the largest female class ever:"
negative,Social &amp; psych factors suggests US education Industry approaching peak
negative,"RT @defencepk: US education only produces Morons, says famous Professor.: Please listen to one of the most intelligent..."
negative,"US education only produces Morons, says famous Professor.: Please listen to one of the most intelligent..."
negative,RT @DrPippaM: Here is a striking chart of the price hikes in US education since 1970
negative,@bushjb have you seen the doco 'Waiting on Superman' it is about the US education system. Heard of KIPP Schools?
negative,Here is a striking chart of the price hikes in US education since 1970
negative,"@CalumLF you need to watch the doco ""Waiting on Superman"" its about the US Education System! Heard of KIPP Schools?? Check it!"
negative,Thanks @neiltyson for finally teaching me about some of the Arabic contributions to science. US education systems seem to ignore them.
negative,@anfielder27 Bold by Harvard. It's remarkable how e US education system can be so liberal. But surely we can all learn frm a man like SAF.
negative,#America -  US education needs competition between schools - comprehensive guide to every private school choice
negative,"entrepreneurs dont need education pRT @thembamadi: @tshetlhe @carienduplessis ....Nigeria, Ghana, Kenya, Zimbabwe top us. EDUCATION."
negative,"Agreed -&gt;RT @thembamadi: @tshetlhe @carienduplessis Thats where Nigeria, Ghana, Kenya, Zimbabwe top us. EDUCATION."
negative,"@tshetlhe @angelo2711 @carienduplessis That's where Nigeria, Ghana, Kenya, Zimbabwe top us. EDUCATION."
negative,#Education -  US education needs competition between schools - comprehensive guide to every private school choice
negative,Love the work POSSIBLE is doing to shape the US education system forever.
negative,RT @ItB_LikeThat: What is the most pointless invention?  The US education system.
negative,What is the most pointless invention?  The US education system.
negative,The only thing more disappointing  than the undertaker losing is the US education system
negative,@Suspended_Hoe @PoeticGenius19 US education is better
negative,#obama #obamacare #teaparty: education notes Education notes: Feb. 18  Lexington Herald Leader
negative,RT @domalomaa: Hey guys watch me and Matthew's April Fools day episode (-:
negative,Hey guys watch me and Matthew's April Fools day episode (-:
negative,RT @SupeTony: The US education system is built on conformity even while life is based on diversity. Sir Ken Robinson #NSBAConf
negative,New Canaan Public Schools and Connecticut's Uniform Regional School Calendar
negative,A2.2 Evident of Practice documents are helpful in focusing use of data. Here's what we use in Northfield:
negative,My father struggled to help raise my family but he always demonstrated hard work and integrity while my mother showed us education is power
negative,"For those of you who seek the redemption of US education and elimination of common core, we must kill ""race to the top""."
negative,US education system is a complete mess for athletes and non-athletes alike
negative,"RT @IHSWRED: Tomorrow, we will be trying to stream the IHS Girls' Lacrosse game. Check it out on US Education TV."
negative,AM: US education needs competition between schools - comprehensive guide to every private school choice program...
negative,RT @aiacae: @randydeutsch: Sensitive Learning Spaces: what #architects can teach us
negative,US Education Technology Pioneer Instructure Launches Canvas Virtual Learning Environment in the UK.
negative,"@piercifani whats interesting about US education is how it tracks 2 the economic status of the parents.The US is a very""on your own culture"""
negative,The US education system is built on conformity even while life is based on diversity. Sir Ken Robinson #NSBAConf
negative,"If you need proof that US education has failed us, try understanding the cricket World Cup match."
negative,"@Snoop500inCp I know, but I still prefer the US education... so much better."
negative,RT @aiacae: @randydeutsch: Sensitive Learning Spaces: what #architects can teach us
negative,@randydeutsch: Sensitive Learning Spaces: what #architects can teach us
negative,can we skip this whole college thing and go straight and go to the part where i have an awesome job and spend all my time traveling?
negative,Really going to be a struggle to go to college today
negative,I am at college already and my first lesson doesn't start till 12.10. pretty sure I spend more of my life here and at work than at home omg
negative,I don't even like college it's shit and I do t want to go
negative,I really wasn't for college but ... Im going to live a lavish lifestyle and these crappy jobs ain't gonna pay for all that.
